Date,Police_ref,Easting,Northing,Veh_ref,Cas_ref,Severity,Road_cond,Visibility,Casualties,Pedestrian,Cycles,P2W,OAPs,Children,Manoeuvre,Time,Vehicles,Roadclass1,Roadnum1,Road_Type,Speed_Lim,Junct_det,Junct_ctrl,Roadclass2,Roadnum2,Cross_ctrl,Cross_fac,Weather,SpCond,Carr_haz,Day,Location,Local_Auth,ReportedAt,Parish
20170925,17225952,545285,259460,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1310,2,3. A,1303,2. One way street,30,7. Junction - more than 4 arms (not a roundabout),2. Automatic traffic signal,3. A,1134,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,2. Monday,"MITCHEMS CORNER, CHESTERTON ROAD",E07000008,2. No - accident was reported 'over the counter',37
20170925,17237545,530931,280164,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,1,0,0. No turn,920,2,4. B,1040,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,HIGH STREET B1040 AT JN WITH MILL GREEN,E07000011,1. Yes,234
20170925,17238968,519633,260282,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,735,2,4. B,1428,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,2. Monday,JUST AFTER THE RAILWAY BRIDGE CAMBRIDGE STREET B1428,E07000011,1. Yes,189
20170925,17225943,550384,259405,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1600,2,3. A,1303,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,NEWMARKET ROAD A1303,E07000012,1. Yes,79
20170926,17232439,540237,308671,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,2046,1,4. B,1166,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,CHERRY TREES HIGH SIDE B1166 NEAR JN WITH LEVERINGTON COMMON B1166,E07000010,1. Yes,179
20170926,17231167,545877,260228,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,1410,2,5. C,287,6. Single carriageway,30,6. Crossroads,2. Automatic traffic signal,3. A,1309,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,3. Tuesday,ARBURY ROAD AT JN WITH MILTON ROAD A1309,E07000008,1. Yes,37
20170927,17239384,540099,297929,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1645,2,3. A,141,3. Dual carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,WISBECH ROAD A141 NEAR JN WITH HOSTMOOR AVE,E07000010,1. Yes,154
20170927,17240460,547874,259261,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,800,2,3. A,1134,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,4. Wednesday,BARNWELL ROAD A1134 AT SHOPS ENTRANCE,E07000008,2. No - accident was reported 'over the counter',37
20170927,17240280,518377,258369,,,3. Slight,2. Wet/Damp,4. Darkness: street lights present and lit,1,1,0,0,0,0,0. No turn,2040,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,,0. None,4. Wednesday,FILLING STATION ENTRANCE/EXIT BARFORD ROAD,E07000011,1. Yes,189
20170928,17239404,559995,272807,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,1,0. No turn,1642,3,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,BROOK STREET NEAR JN WITH TANNERS LANE,E07000009,1. Yes,197
20170928,17240117,545178,258320,,,3. Slight,1. Dry,1. Daylight,2,0,2,0,0,1,1. Left turn,1900,3,5. C,295,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,294,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,5. Thursday,ST ANDREWS STREET AT JN WITH EMMANUEL STREET,E07000008,2. No - accident was reported 'over the counter',37
20170928,17250191,524905,270546,,,2. Serious,1. Dry,1. Daylight,2,0,0,0,0,0,2. Right turn,1406,3,4. B,1044,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,9. Unknown,0. None,0. None,5. Thursday,32 CAMBRIDGE ROAD,E07000011,1. Yes,126
20170928,17229177,542105,261356,,,3. Slight,2. Wet/Damp,1. Daylight,3,0,0,0,1,0,0. No turn,1029,2,3. A,14,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,A14 GIRTON,E07000012,1. Yes,88
20170929,17228211,530122,260726,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,0,0,0. No turn,1620,4,3. A,428,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,CAXTON GIBBET A428,E07000012,1. Yes,70
20170929,17230356,527799,297461,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1200,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,81 CORONATION AVENUE,E07000010,2. No - accident was reported 'over the counter',245
20170929,17240142,547504,256408,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,745,2,5. C,235,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,9. Unknown,0. None,0. None,6. Friday,CHERRY HINTON ROAD AT JN WITH MISSLETON COURT,E07000008,2. No - accident was reported 'over the counter',37
20170929,17246111,531962,259633,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,1,0,0,0. No turn,1315,2,6. Unclassified,0,9. Unknown,5,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,,0. None,6. Friday,MORRISONS CAR PARK,E07000012,1. Yes,266
20170930,17230438,548593,249518,,,1. Fatal,1. Dry,1. Daylight,1,0,1,0,1,0,2. Right turn,1300,2,5. C,249,1. Roundabout,20,2. Mini roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,HIGH STREET AT JN WITH LINK ROAD,E07000012,1. Yes,190
20170930,17233178,544626,261120,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,1515,2,6. Unclassified,0,2. One way street,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,SUNFLOWER STREET,E07000012,1. Yes,128
20170930,17233466,544558,261300,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1640,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,ST. CATHERINES SQUARE AT JN WITH ELLISON CLOSE,E07000012,2. No - accident was reported 'over the counter',128
20170930,17227327,543992,259095,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1145,3,3. A,1303,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,MADINGLEY ROAD A1303 NEAR JN WITH GRANGE ROAD,E07000008,1. Yes,37
20171002,17227763,546640,304952,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,1427,2,4. B,1101,6. Single carriageway,30,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,OUTSIDE NO 20 MAIN ROAD B1101,E07000010,1. Yes,69
20171002,17227276,544383,258978,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1155,2,3. A,1134,1. Roundabout,30,1. Roundabout,2. Automatic traffic signal,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,2. Monday,QUEENS ROAD A1134 AT JN WITH MADINGLEY ROAD,E07000008,2. No - accident was reported 'over the counter',37
20171003,17227341,533883,270851,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,840,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,BACK LANE NEAR JN WITH MILL WAY,E07000011,2. No - accident was reported 'over the counter',122
20171004,17234277,519532,293518,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,1755,2,6. Unclassified,0,6. Single carriageway,30,8. Pri Drive,4. Give way or Uncontrolled,4. B,1091,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,BROADWAY AT JN WITH BROADWAY BUSINESS PARK,E07000011,1. Yes,263
20171005,17228063,542093,280253,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,827,1,5. C,124,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,LONG NORTH FEN DROVE NEAR JN WITH SUTTON GAULT,E07000009,1. Yes,211
20171005,17228843,546932,256539,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,1949,2,5. C,235,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,CHERRY HINTON ROAD AT JN WITH COWPER ROAD,E07000008,2. No - accident was reported 'over the counter',37
20171005,17230183,545384,259511,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,1355,2,3. A,1134,3. Dual carriageway,30,3. T & Stag Jct,2. Automatic traffic signal,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,5. Thursday,CHESTERTON ROAD AT JN WITH VICTORIA ROAD,E07000008,1. Yes,37
20171005,17230245,544654,259008,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,1,0,0,0,0. No turn,1947,2,5. C,290,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,MAGDALENE STREET NEAR JN WITH BRIDGE STREET,E07000008,1. Yes,37
20171005,17230246,546540,246630,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,200,2,1. Motorway,11,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,4. Fine with high winds,0. None,0. None,5. Thursday,JUNCTION 10 M11  SOUTHBOUND,E07000012,1. Yes,65
20171005,17240412,528691,285244,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,1,0,2. Right turn,840,2,4. B,1040,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,POST OFFICE GREAT WHYTE B1040 AT JN WITH WHYTEFIELD ROAD,E07000011,1. Yes,184
20171005,17241555,546376,246872,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,1430,1,1. Motorway,11,3. Dual carriageway,70,5. Slip Road,4. Give way or Uncontrolled,1. Motorway,11,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,M11 AT JN WITH JUNCTION 10 M11,E07000012,1. Yes,246
20171006,17233253,544365,261760,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,1,1,0. No turn,1125,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,JUNCTION 32 A14,E07000012,1. Yes,128
20171006,17233722,539849,303003,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1238,2,3. A,47,1. Roundabout,60,1. Roundabout,4. Give way or Uncontrolled,3. A,141,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,SOUTH BRINK A47 JN WITH A141,E07000010,1. Yes,69
20171006,17235132,563757,255662,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,1933,2,4. B,1061,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,BRADLEY ROAD B1061,E07000009,1. Yes,32
20171006,17228830,544375,260297,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,954,2,4. B,1049,6. Single carriageway,30,6. Crossroads,2. Automatic traffic signal,5. C,289,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,6. Friday,HISTON ROAD AT JN WITH GILBERT ROAD,E07000008,1. Yes,37
20171007,17230257,545208,258267,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,1630,1,5. C,295,6. Single carriageway,30,3. T & Stag Jct,2. Automatic traffic signal,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,7. Saturday,ST ANDREW'S STREET AT JN WITH DOWNING STREET,E07000008,2. No - accident was reported 'over the counter',37
20171007,17230268,557958,260054,,,2. Serious,2. Wet/Damp,6. Darkness: no street lighting,1,0,0,1,0,0,0. No turn,430,2,3. A,1303,6. Single carriageway,60,9. Other,4. Give way or Uncontrolled,3. A,14,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,7. Saturday,STETCHWORTH FLYOVER A1303 AT JN WITH A14,E07000009,1. Yes,213
20171007,17235170,517615,282976,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,1629,1,2. A(M),1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,7. Saturday,JUNCTION 15 SOUTHBOUND CARRIAGEWAY A(M)1,E07000011,1. Yes,191
20171007,17260919,536784,259875,,,3. Slight,2. Wet/Damp,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,2045,1,3. A,428,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,A428 NEAR JN WITH SCOTLAND ROAD,E07000012,1. Yes,63
20171007,17229026,545724,309504,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,1343,2,4. B,198,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,SOUTH BRINK B198 NEAR JN WITH COALWHARF ROAD,E07000010,1. Yes,253
20171008,17232012,546567,257697,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1144,2,5. C,280,6. Single carriageway,20,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,1. Sunday,MILL ROAD AT JN WITH CAVENDISH ROAD,E07000008,1. Yes,37
20171008,17228971,543315,289299,,,1. Fatal,2. Wet/Damp,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,851,1,4. B,1098,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,SIXTEEN FOOT BANK 1.4 MILES SOUTH OF MANEA ROAD,E07000010,1. Yes,250
20171009,17232247,541661,296772,,,2. Serious,2. Wet/Damp,1. Daylight,2,2,0,0,2,0,0. No turn,1415,1,4. B,1101,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,2. Monday,OUTSIDE 8 BROAD STREET B1101,E07000010,1. Yes,154
20171010,17232296,549138,247601,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1735,2,5. C,249,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,LONDON ROAD NEAR JN WITH A1301,E07000012,1. Yes,176
20171010,17234293,550851,259414,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,953,3,3. A,1303,6. Single carriageway,50,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,NEWMARKET ROAD LAYBY NEWMARKET ROAD A1303 NEAR JN WITH HIGH DITCH ROAD,E07000012,1. Yes,79
20171010,17235243,547049,258515,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,926,2,5. C,298,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,COLDHAMS LANE AT JN WITH BRAMPTON ROAD,E07000008,1. Yes,37
20171010,17235529,546128,260488,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,647,1,3. A,1309,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,MILTON ROAD A1309 NEAR JN WITH DOWNHAM'S LANE,E07000008,1. Yes,37
20171010,17253655,545763,260026,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1700,2,3. A,1134,1. Roundabout,30,1. Roundabout,2. Automatic traffic signal,6. Unclassified,0,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,3. Tuesday,ELIZABETH WAY A1134 AT JN WITH CHESTERTON ROAD,E07000008,1. Yes,37
20171011,17230397,522522,271134,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,846,2,4. B,1514,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,LAYBY NUNS BRIDGE NEAR JN WITH BRAMPTON ROAD B1514,E07000011,2. No - accident was reported 'over the counter',26
20171011,17231122,522783,281285,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,1,0,0. No turn,1229,1,5. C,109,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,4. Fine with high winds,0. None,0. None,4. Wednesday,RAVELEY ROAD,E07000011,1. Yes,261
20171011,17239452,545177,311001,,,2. Serious,1. Dry,4. Darkness: street lights present and lit,1,1,0,0,0,0,0. No turn,1840,1,3. A,1101,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,SUTTON ROAD A1101 NEAR JN WITH GLENDON GARDENS,E07000010,1. Yes,138
20171011,17241386,544967,315845,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,853,2,3. A,1101,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,SUTTON ROAD A1101,E07000010,1. Yes,163
20171011,17229190,537720,269752,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,1,0. No turn,1900,2,5. C,191,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,LONGSTANTON ROAD,E07000012,2. No - accident was reported 'over the counter',175
20171012,17231259,518910,276990,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1635,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,A14 NEAR JN WITH A(M)1,E07000011,1. Yes,5
20171012,17232283,549570,265780,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,841,2,5. C,211,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,5. Thursday,HIGH STREET,E07000012,2. No - accident was reported 'over the counter',236
20171012,17235222,547585,249493,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,735,2,3. A,1301,3. Dual carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,MILL LANE A1301 AT JN WITH MILL LANE,E07000012,1. Yes,190
20171012,17238727,541920,308007,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,754,1,5. C,312,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,OUTSIDE POST OFFICE HIGH ROAD,E07000010,1. Yes,254
20171012,17239979,548599,249520,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,715,2,5. C,249,1. Roundabout,20,2. Mini roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,HIGH STREET,E07000012,2. No - accident was reported 'over the counter',190
20171012,17254398,544947,256029,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,743,2,3. A,1309,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,TRUMPINGTON ROAD A1134 AT JN WITH PORSON ROAD,E07000008,2. No - accident was reported 'over the counter',37
20171012,17240273,542490,259409,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1635,2,6. Unclassified,0,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,,0. None,5. Thursday,MADINGLEY ROAD PARK AND RIDE,E07000008,1. Yes,37
20171013,17233402,547645,257990,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1700,2,6. Unclassified,0,2. One way street,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,9. Unknown,0. None,0. None,6. Friday,COLDHAMS LANE ROAD NEAR JN WITH BROOKS ROAD,E07000008,2. No - accident was reported 'over the counter',37
20171013,17232194,539399,285988,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,2,0,0,0,0,0,2. Right turn,2301,2,5. C,332,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,334,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,6. Friday,OUTSIDE NUMBER 5 MARKET HILL B1098,E07000010,1. Yes,43
20171014,17231372,540248,297604,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,0,0. No turn,245,2,3. A,141,1. Roundabout,40,1. Roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,A141 NEAR JN WITH WISBECH ROAD,E07000010,1. Yes,154
20171014,17232096,518888,277064,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,4,0,0,0,0,0,0. No turn,250,1,2. A(M),1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,A(M)1,E07000011,1. Yes,5
20171014,17232630,553832,280338,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,1025,2,5. C,315,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,4. B,1411,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,2. Other object in carriageway,7. Saturday,ST MARYS STREET AT JN WITH DOWNHAM ROAD,E07000009,1. Yes,73
20171014,17230996,541695,296616,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1154,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,4. B,1101,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,7. Saturday,MARKET PLACE AT JN WITH HIGH STREET,E07000010,1. Yes,154
20171015,17232525,544130,265056,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,1545,2,4. B,1049,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,OUTSIDE 166 COTTENHAM ROAD,E07000012,2. No - accident was reported 'over the counter',120
20171016,17233024,544945,260808,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,2. Right turn,1800,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,4. Fine with high winds,0. None,0. None,2. Monday,OUTSIDE 28 VERULAM WAY,E07000008,2. No - accident was reported 'over the counter',37
20171016,17247916,523671,251266,,,3. Slight,1. Dry,1. Daylight,3,1,0,0,0,0,2. Right turn,937,3,6. Unclassified,0,6. Single carriageway,40,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,POTTON ROAD AT JN WITH ENTRANCE TO JOHN NEWMAN,E07000012,1. Yes,87
20171017,17236572,519155,271980,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,648,4,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,BRAMPTON HUT A14,E07000011,1. Yes,26
20171017,17283093,545338,254107,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,1,0,0. No turn,1724,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,LAPWING AVENUE,E07000008,1. Yes,37
20171018,17234169,544968,303387,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,1,0,0. No turn,945,1,4. B,1101,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,4. Wednesday,MARCH ROAD B1101 NEAR JN WITH COLDHAM HALL CHASE,E07000010,1. Yes,69
